Student_ID,Name,Age,Gender,Grade_Level,Math_Score,English_Score,Science_Score,History_Score,Attendance_Rate,Participation_Rate,Parental_Involvement,Study_Hours_Per_Week,Extracurricular_Activities,Scholarship_Status,Household_Income,School_Funding_Level,Technology_Access,Test_Anxiety_Level,Future_Plans
S0433,Student_433,19,Female,Junior,83,54,90,91,83.55,74.92,Medium,17,Arts,Yes,67596,High,Yes,Low,Undecided
S0434,Student_434,19,Male,Sophomore,42,83,78,70,88.07,68.77,Medium,5,None,Yes,65988,Medium,No,Low,Gap Year
S0435,Student_435,17,Female,Junior,96,55,89,76,80.91,69.48,Low,34,Sports,No,71056,Medium,No,Medium,Gap Year
S0436,Student_436,25,Non-Binary,Sophomore,55,83,78,79,96.34,94.69,High,14,Arts,Yes,58622,Medium,No,High,Undecided
S0437,Student_437,20,Non-Binary,Freshman,72,82,69,65,93.22,92.61,Medium,25,Arts,Yes,80861,Medium,No,High,Job
S0438,Student_438,21,Female,Senior,75,49,77,73,96.38,77.78,Medium,36,None,Yes,22420,Low,Yes,Low,Gap Year
S0439,Student_439,20,Male,Senior,55,77,91,69,86.97,82.01,High,11,Arts,No,21037,Low,No,Medium,Gap Year
S0440,Student_440,20,Female,Senior,94,89,94,80,98.0,70.3,Medium,9,None,No,27952,High,No,Low,Job
S0441,Student_441,18,Non-Binary,Senior,91,97,49,59,75.39,62.72,High,29,None,No,35652,Medium,No,High,Undecided
S0442,Student_442,20,Non-Binary,Sophomore,60,57,42,84,83.94,93.38,High,5,Arts,No,41344,Low,No,Medium,Gap Year
S0443,Student_443,17,Female,Senior,60,43,86,97,77.74,81.26,High,34,Sports,No,44125,Low,Yes,Low,Job
S0444,Student_444,25,Female,Sophomore,66,47,79,91,85.34,87.02,High,14,Arts,Yes,69029,Low,No,Low,College
S0445,Student_445,22,Non-Binary,Sophomore,46,54,53,74,85.87,97.72,Medium,25,Arts,No,32931,Low,No,High,Job
S0446,Student_446,19,Male,Senior,48,99,65,88,77.29,60.6,Low,36,Arts,No,23747,Medium,Yes,High,Gap Year
S0447,Student_447,15,Male,Freshman,60,44,82,59,78.59,69.41,Low,19,Clubs,Yes,98179,High,Yes,Medium,Undecided
S0448,Student_448,15,Female,Sophomore,61,46,98,84,76.85,92.06,Low,14,None,No,59240,Medium,No,Low,College
S0449,Student_449,22,Female,Sophomore,89,66,88,62,77.35,87.41,Low,26,Arts,No,65654,High,No,Medium,Job
S0450,Student_450,25,Non-Binary,Sophomore,63,89,78,63,77.33,89.45,Low,20,Sports,Yes,81850,High,No,High,Gap Year
S0451,Student_451,17,Non-Binary,Junior,98,63,84,47,87.55,72.56,High,25,Clubs,No,29729,Low,No,Medium,College
S0452,Student_452,19,Female,Senior,95,52,53,80,83.05,72.78,Medium,29,None,Yes,58330,Low,No,High,Gap Year
S0453,Student_453,17,Non-Binary,Senior,66,85,97,70,82.83,89.16,Medium,15,Arts,No,34979,Low,No,Low,College
S0454,Student_454,15,Female,Junior,48,92,76,80,89.28,85.23,Medium,15,Arts,Yes,55839,High,Yes,Medium,Job
S0455,Student_455,20,Male,Freshman,58,41,41,96,81.36,84.14,Low,25,None,No,61659,Low,Yes,High,Gap Year
S0456,Student_456,21,Female,Junior,90,90,48,97,94.76,70.8,High,25,Sports,Yes,71407,Low,Yes,Medium,Job
S0457,Student_457,17,Female,Senior,67,63,47,60,76.01,62.8,Low,38,Sports,Yes,95769,Medium,No,High,College
S0458,Student_458,22,Non-Binary,Senior,44,62,100,67,87.45,95.09,Low,17,Arts,No,88613,Low,Yes,Medium,College
S0459,Student_459,19,Female,Junior,58,86,84,47,90.48,85.11,Medium,36,Sports,Yes,59056,High,No,Low,College
S0460,Student_460,16,Non-Binary,Sophomore,54,94,57,53,85.48,70.58,Low,38,Arts,Yes,76928,Medium,Yes,High,College
S0461,Student_461,20,Female,Sophomore,63,45,76,77,86.05,77.37,Low,34,Arts,No,28104,Medium,Yes,Low,Job
S0462,Student_462,19,Non-Binary,Junior,75,71,59,88,96.21,81.78,High,36,Arts,No,39848,Medium,No,Medium,Gap Year
S0463,Student_463,16,Non-Binary,Junior,74,89,48,41,87.2,80.81,High,22,None,Yes,40618,Low,Yes,High,Undecided
S0464,Student_464,21,Female,Sophomore,80,52,77,61,85.85,98.5,Low,29,None,No,42074,High,Yes,Low,College
S0465,Student_465,23,Male,Freshman,61,58,40,59,79.09,70.83,Medium,40,Clubs,No,82784,Low,Yes,Low,College
S0466,Student_466,24,Non-Binary,Sophomore,95,51,47,82,81.49,84.69,High,16,Clubs,No,64288,Low,Yes,High,Gap Year
S0467,Student_467,16,Male,Freshman,68,97,80,77,75.09,74.12,Medium,14,Arts,No,27575,Low,No,Low,Job
S0468,Student_468,22,Female,Junior,54,65,43,49,89.03,95.94,High,17,Clubs,No,43464,Medium,No,High,Undecided
S0469,Student_469,20,Male,Freshman,63,66,57,43,87.16,93.93,Medium,12,Sports,No,35701,Low,Yes,Medium,Job
S0470,Student_470,20,Female,Sophomore,63,76,79,41,95.06,86.41,High,34,None,No,48643,Medium,Yes,Medium,College
S0471,Student_471,20,Male,Freshman,45,86,59,94,86.05,65.18,Medium,9,Sports,No,22738,Low,Yes,Low,College
S0472,Student_472,25,Male,Freshman,49,64,93,90,91.67,74.36,Low,13,Arts,No,72095,Low,Yes,High,Job
S0473,Student_473,21,Male,Senior,79,93,62,82,88.57,86.17,Low,33,Clubs,No,73054,Medium,No,High,Job
S0474,Student_474,20,Non-Binary,Senior,80,76,72,41,94.8,92.09,High,32,Sports,No,98418,High,Yes,Medium,Gap Year
S0475,Student_475,17,Female,Sophomore,97,40,42,81,79.4,71.39,Low,16,Arts,No,70415,Medium,Yes,Low,Job
S0476,Student_476,17,Female,Senior,43,59,68,61,83.42,98.27,High,25,Sports,No,21338,Medium,Yes,Low,Undecided
S0477,Student_477,21,Male,Junior,91,71,40,73,86.2,62.67,Low,23,Clubs,Yes,92873,Medium,No,Low,Gap Year
S0478,Student_478,15,Female,Junior,51,54,80,89,75.88,71.25,Low,18,Arts,Yes,30357,Medium,No,High,College
S0479,Student_479,17,Female,Junior,88,95,68,43,93.06,60.23,High,24,None,No,23599,Low,No,Medium,Gap Year
S0480,Student_480,25,Male,Freshman,69,78,87,44,84.23,87.64,Low,14,None,No,28690,Low,No,Medium,College
S0481,Student_481,18,Male,Junior,49,79,40,41,97.59,74.68,Medium,19,None,Yes,81908,Medium,Yes,High,Undecided
S0482,Student_482,18,Male,Junior,55,91,58,68,81.65,83.88,Medium,11,None,Yes,56719,High,No,Low,Gap Year
S0483,Student_483,22,Male,Junior,42,50,48,95,77.44,79.35,Medium,14,None,Yes,69534,Medium,No,Low,Job
S0484,Student_484,25,Non-Binary,Freshman,73,52,53,93,80.75,79.51,Medium,12,None,Yes,70006,Medium,No,Low,Undecided
S0485,Student_485,22,Female,Sophomore,63,52,95,42,92.46,87.99,Low,14,Clubs,Yes,21085,Low,Yes,High,Job
S0486,Student_486,24,Male,Sophomore,50,50,90,99,91.16,61.17,Low,32,Sports,No,46796,Low,No,Low,Undecided
S0487,Student_487,23,Non-Binary,Freshman,87,41,60,56,79.69,75.5,Medium,17,Clubs,No,69540,High,Yes,High,Gap Year
S0488,Student_488,15,Male,Freshman,59,45,59,95,88.32,71.6,Medium,13,Sports,Yes,84159,Low,No,Low,Job
S0489,Student_489,17,Male,Freshman,82,85,71,78,78.43,80.81,Low,5,Arts,Yes,81217,High,Yes,High,College
S0490,Student_490,22,Female,Senior,90,61,64,41,82.48,73.29,Low,30,Sports,No,58504,Low,No,High,College
S0491,Student_491,21,Male,Freshman,64,62,77,70,79.56,61.97,Medium,20,Arts,No,62162,High,Yes,Medium,Undecided
S0492,Student_492,18,Non-Binary,Freshman,45,73,49,76,94.13,62.57,High,19,Arts,No,78687,Low,No,Low,Job
S0493,Student_493,21,Female,Senior,57,71,64,97,78.06,99.58,Medium,5,Sports,No,64551,High,No,Low,Gap Year
S0494,Student_494,23,Male,Senior,96,89,96,79,85.7,63.4,High,25,Arts,No,45214,Low,Yes,High,Gap Year
S0495,Student_495,24,Female,Junior,70,65,88,51,84.84,72.91,Low,16,Arts,Yes,57484,High,Yes,High,Gap Year
S0496,Student_496,22,Female,Sophomore,76,46,61,86,98.58,79.52,Medium,27,Sports,No,61272,Medium,No,Low,Undecided
S0497,Student_497,24,Male,Freshman,57,87,71,79,97.63,79.94,Low,26,Arts,No,84474,Medium,Yes,Medium,Job
S0498,Student_498,25,Male,Junior,60,76,86,98,85.83,99.16,High,5,Sports,Yes,45270,Medium,Yes,High,Undecided
S0499,Student_499,23,Male,Sophomore,99,78,56,93,95.49,86.97,Low,17,Arts,Yes,61404,High,Yes,High,College
S0500,Student_500,18,Non-Binary,Junior,45,61,41,74,81.92,75.48,Medium,38,Sports,No,22460,Low,No,Low,Job
S0501,Student_501,20,Female,Sophomore,59,59,49,52,88.17,60.83,Medium,37,None,Yes,75656,High,Yes,High,College
S0502,Student_502,19,Male,Freshman,76,60,77,69,91.55,79.46,Medium,29,Clubs,Yes,48100,Low,Yes,Medium,Job
S0503,Student_503,15,Male,Sophomore,99,69,58,52,90.5,81.28,Low,24,Clubs,No,70676,Medium,No,Low,Gap Year
S0504,Student_504,18,Male,Freshman,54,94,56,63,99.62,63.88,Medium,13,None,Yes,25345,Low,Yes,Medium,Job
S0505,Student_505,24,Male,Senior,88,47,53,75,93.32,62.29,High,17,None,Yes,36467,Medium,No,Low,Undecided
S0506,Student_506,20,Male,Freshman,78,97,73,100,84.01,90.33,High,36,None,Yes,24915,Low,No,Low,Job
S0507,Student_507,24,Female,Freshman,45,49,85,54,82.5,92.66,Medium,18,Clubs,No,64689,High,No,Medium,Gap Year
S0508,Student_508,18,Female,Junior,68,97,48,62,92.98,88.54,Low,17,Sports,No,62692,High,No,Medium,Undecided
S0509,Student_509,17,Female,Freshman,81,50,61,97,89.79,89.74,High,23,None,No,96919,Low,Yes,Medium,College
S0510,Student_510,24,Non-Binary,Senior,62,47,95,73,97.1,68.87,Medium,10,Clubs,Yes,33983,Medium,Yes,Medium,Gap Year
S0511,Student_511,25,Male,Senior,96,100,57,76,80.0,73.24,High,32,Sports,Yes,27073,High,No,Low,Undecided
S0512,Student_512,21,Female,Sophomore,75,57,56,52,87.6,70.67,Low,26,Sports,No,30637,Low,Yes,Low,Gap Year
S0513,Student_513,16,Non-Binary,Sophomore,94,77,71,98,78.08,62.28,High,15,Clubs,No,20950,Low,Yes,Low,Gap Year
S0514,Student_514,22,Male,Freshman,87,45,67,88,88.17,83.25,Low,27,None,No,84709,Low,Yes,Low,Job
S0515,Student_515,24,Male,Senior,62,78,46,53,83.75,68.84,Low,35,None,Yes,82986,Medium,Yes,Medium,Job
S0516,Student_516,24,Male,Sophomore,83,77,70,85,88.2,89.49,Low,26,Sports,Yes,32655,Medium,No,High,Undecided
S0517,Student_517,25,Non-Binary,Freshman,82,86,90,69,89.45,97.32,High,6,Arts,No,84328,High,No,Medium,Undecided
S0518,Student_518,15,Female,Senior,48,81,43,53,89.62,73.1,Low,35,Clubs,No,51146,Medium,No,Low,Undecided
S0519,Student_519,22,Female,Junior,82,74,69,58,91.28,73.97,Low,12,None,No,62972,Medium,Yes,Low,Undecided
S0520,Student_520,18,Male,Freshman,67,59,84,55,92.45,80.89,Medium,13,Sports,No,94268,High,Yes,Low,College
S0521,Student_521,18,Non-Binary,Senior,51,41,56,63,78.5,78.71,Medium,13,None,No,35684,Low,No,High,College
S0522,Student_522,19,Male,Senior,59,87,69,46,77.68,88.53,Low,10,None,No,81544,Medium,Yes,Low,Undecided
S0523,Student_523,25,Female,Senior,59,66,60,70,87.59,64.16,Low,33,Clubs,Yes,82787,High,Yes,Low,Gap Year
S0524,Student_524,20,Female,Senior,56,88,41,73,98.87,70.35,Medium,15,Clubs,Yes,81342,Low,Yes,Low,Job
S0525,Student_525,19,Male,Sophomore,70,57,69,80,87.22,97.4,Medium,17,None,No,85860,Medium,No,Medium,Undecided
S0526,Student_526,20,Female,Sophomore,73,50,73,96,94.66,82.38,Medium,19,Sports,No,41175,Medium,No,High,Undecided
S0527,Student_527,21,Non-Binary,Sophomore,80,88,50,86,89.65,95.76,Low,13,Clubs,Yes,58552,Medium,No,Low,Job
S0528,Student_528,21,Female,Sophomore,91,47,92,88,91.39,92.66,Low,27,Arts,No,31214,High,Yes,High,Job
S0529,Student_529,23,Female,Junior,79,44,89,84,80.45,93.01,Low,7,Arts,No,61582,Low,No,Low,Job
S0530,Student_530,25,Non-Binary,Senior,56,96,52,60,86.64,99.27,Medium,25,None,No,71511,Medium,No,Medium,Gap Year
S0531,Student_531,16,Female,Sophomore,74,49,70,85,89.98,65.23,High,18,None,Yes,64070,Low,Yes,High,College
S0532,Student_532,16,Non-Binary,Sophomore,85,88,91,64,90.89,71.39,Low,32,Clubs,Yes,66985,Medium,Yes,High,Job
S0533,Student_533,22,Non-Binary,Freshman,67,69,95,61,94.11,99.08,Medium,9,Clubs,Yes,42810,Low,No,High,Undecided
S0534,Student_534,19,Non-Binary,Sophomore,44,83,56,94,80.9,98.88,Low,16,None,No,89110,Medium,No,Medium,Job
S0535,Student_535,17,Male,Sophomore,88,90,97,97,92.08,71.29,Medium,33,None,Yes,65623,High,No,High,Job
S0536,Student_536,25,Male,Senior,78,52,50,47,93.71,81.19,Low,24,Sports,Yes,39981,Medium,No,High,Job
S0537,Student_537,19,Female,Senior,97,60,49,60,88.09,83.16,Medium,19,Arts,Yes,80254,Medium,No,Medium,Job
S0538,Student_538,22,Non-Binary,Freshman,53,57,62,75,86.97,77.47,High,32,Sports,No,95709,Medium,Yes,Medium,Gap Year
S0539,Student_539,18,Male,Sophomore,50,74,77,85,89.32,78.58,High,32,Clubs,Yes,80404,Medium,No,High,Job
S0540,Student_540,25,Female,Senior,96,46,54,44,75.78,79.01,High,16,Clubs,Yes,97870,High,No,Medium,Undecided
S0541,Student_541,20,Male,Senior,99,75,43,82,94.6,68.7,Low,18,Arts,No,92287,High,No,Low,College
S0542,Student_542,23,Female,Freshman,90,57,83,86,84.13,61.77,Low,26,None,No,75879,Low,No,High,College
S0543,Student_543,16,Non-Binary,Junior,69,71,40,72,88.37,99.92,High,10,Arts,Yes,77417,Medium,Yes,Medium,Gap Year
S0544,Student_544,18,Non-Binary,Junior,93,69,61,94,82.99,82.08,Medium,11,None,Yes,23542,High,Yes,Medium,Undecided
S0545,Student_545,18,Male,Junior,93,98,79,53,95.07,95.65,High,38,Clubs,Yes,84171,High,Yes,High,Undecided
S0546,Student_546,16,Female,Junior,48,48,42,99,90.21,92.58,High,20,Arts,No,95325,Low,No,Medium,College
S0547,Student_547,21,Female,Freshman,63,100,70,59,80.93,92.55,High,37,Sports,Yes,24855,High,Yes,High,College
S0548,Student_548,19,Male,Junior,63,55,55,80,81.12,60.21,High,15,None,Yes,47431,Low,Yes,Low,Undecided
S0549,Student_549,22,Non-Binary,Freshman,64,75,80,75,91.28,67.62,Medium,23,Arts,Yes,44733,Low,Yes,Low,College
S0550,Student_550,19,Non-Binary,Senior,75,67,72,63,90.53,92.06,Low,29,Arts,No,62163,Low,Yes,Low,Gap Year
S0551,Student_551,23,Female,Senior,87,40,99,97,77.12,68.82,Low,6,Arts,No,49583,High,Yes,Medium,Gap Year
S0552,Student_552,25,Female,Senior,57,41,43,92,93.39,86.03,High,26,Arts,No,98645,Medium,No,High,Gap Year
S0553,Student_553,18,Non-Binary,Freshman,61,96,43,70,85.74,91.33,Low,36,Sports,No,88033,High,Yes,Medium,Job
S0554,Student_554,17,Male,Junior,65,61,86,77,87.58,98.01,High,13,None,Yes,51462,Low,No,Low,College
S0555,Student_555,25,Female,Senior,56,98,44,84,75.99,73.42,High,23,Sports,No,64156,High,Yes,Low,College
S0556,Student_556,15,Female,Freshman,64,88,90,44,93.3,62.95,Low,7,Arts,No,43238,Low,Yes,Low,Gap Year
S0557,Student_557,17,Female,Sophomore,93,91,87,54,80.13,78.97,Medium,12,None,No,24312,High,Yes,Medium,Gap Year
S0558,Student_558,20,Non-Binary,Freshman,66,47,49,84,80.08,83.23,Medium,15,Sports,No,42348,Medium,No,Low,Undecided
S0559,Student_559,18,Male,Freshman,69,69,74,72,76.3,82.03,Medium,21,Arts,No,45377,High,Yes,High,College
S0560,Student_560,17,Female,Sophomore,63,74,55,93,94.36,95.42,High,25,Sports,Yes,20229,High,No,Medium,Gap Year
S0561,Student_561,20,Male,Freshman,62,70,48,58,93.27,81.88,Low,18,Arts,No,92544,Medium,Yes,High,Job
S0562,Student_562,17,Male,Junior,40,48,71,46,83.1,81.55,Low,11,Sports,No,35423,High,Yes,Medium,Gap Year
S0563,Student_563,24,Non-Binary,Junior,58,48,89,73,92.14,72.58,Medium,5,None,Yes,27315,High,No,Low,Job
S0564,Student_564,16,Non-Binary,Sophomore,62,98,89,84,92.06,75.28,Medium,40,Arts,No,74791,High,No,Medium,Undecided
S0565,Student_565,25,Female,Senior,45,99,90,46,99.24,86.39,Medium,12,None,No,38250,Low,No,High,Undecided
S0566,Student_566,16,Female,Senior,79,68,51,93,96.16,85.19,Medium,10,Arts,No,46557,Low,No,Low,Job
S0567,Student_567,16,Female,Freshman,59,62,88,52,84.84,60.63,Low,18,Arts,Yes,54395,Low,No,Low,College
S0568,Student_568,16,Non-Binary,Freshman,46,42,44,47,80.78,83.77,High,15,Arts,Yes,71315,Low,Yes,High,College
S0569,Student_569,24,Non-Binary,Junior,92,43,100,93,85.57,69.94,Medium,20,Sports,Yes,74425,Medium,Yes,Medium,Gap Year
S0570,Student_570,21,Non-Binary,Sophomore,49,96,49,54,77.4,65.95,High,26,None,No,66789,Medium,No,Medium,College
S0571,Student_571,18,Non-Binary,Freshman,71,80,90,76,91.01,65.1,Low,14,Sports,Yes,48656,Low,No,High,College
S0572,Student_572,22,Male,Sophomore,53,40,79,54,85.61,61.13,Medium,18,None,No,44411,Low,Yes,Low,Job
S0573,Student_573,21,Non-Binary,Sophomore,58,54,84,71,88.43,92.25,Low,21,Sports,No,23959,High,No,Low,Undecided
S0574,Student_574,23,Male,Freshman,93,64,79,78,98.98,89.52,Medium,14,Sports,No,30479,High,No,Medium,Gap Year
S0575,Student_575,17,Female,Senior,84,67,76,86,89.6,89.6,Medium,33,Sports,No,53039,High,Yes,High,Undecided
S0576,Student_576,15,Non-Binary,Junior,56,76,92,99,97.69,83.34,Low,7,Sports,Yes,86914,High,Yes,Medium,Job
S0577,Student_577,20,Male,Senior,94,64,63,69,85.58,89.36,Low,32,None,Yes,38788,Low,No,High,Undecided
S0578,Student_578,23,Male,Sophomore,45,44,66,69,97.27,61.61,Low,16,Clubs,No,39689,Low,No,Low,Gap Year
S0579,Student_579,22,Female,Junior,63,43,95,83,98.32,86.98,Low,19,Arts,No,68389,High,No,Medium,Undecided
S0580,Student_580,25,Female,Sophomore,91,87,95,89,92.91,94.64,Medium,5,Clubs,No,88557,Low,No,Low,Gap Year
S0581,Student_581,21,Female,Junior,76,72,87,42,91.89,76.41,Low,11,None,No,26233,Low,No,High,College
S0582,Student_582,25,Non-Binary,Sophomore,44,93,70,56,88.06,61.84,Low,5,Arts,No,95112,High,No,High,Undecided
S0583,Student_583,18,Non-Binary,Sophomore,40,58,84,100,90.77,93.64,Medium,20,None,No,44409,Low,Yes,Low,Gap Year
S0584,Student_584,20,Non-Binary,Senior,67,83,75,95,82.94,80.84,High,31,None,Yes,68831,High,Yes,Medium,Job
S0585,Student_585,18,Non-Binary,Sophomore,75,64,81,59,76.7,92.49,Low,10,Sports,Yes,47591,High,No,Medium,College
S0586,Student_586,20,Male,Senior,61,47,41,51,98.25,66.21,Low,8,None,No,72714,Medium,No,High,Gap Year
S0587,Student_587,22,Male,Freshman,98,67,99,81,94.84,87.33,Medium,26,None,No,93639,Low,No,High,Gap Year
S0588,Student_588,18,Male,Junior,70,49,88,74,99.49,97.12,High,15,Clubs,Yes,73047,Low,Yes,High,Undecided
S0589,Student_589,22,Female,Junior,68,63,67,54,97.22,65.72,High,33,None,No,57253,Low,No,Medium,College
S0590,Student_590,15,Non-Binary,Junior,88,73,54,83,76.33,98.43,Low,9,Sports,No,73863,High,Yes,High,Undecided
S0591,Student_591,21,Male,Junior,97,100,67,46,98.29,68.02,Low,20,Sports,No,92702,Medium,No,High,Undecided
S0592,Student_592,21,Female,Senior,89,75,97,53,77.59,60.63,Low,31,Clubs,No,90353,High,No,High,Gap Year
S0593,Student_593,18,Male,Junior,74,57,66,91,93.93,84.41,Medium,16,Sports,No,54547,High,Yes,High,College
S0594,Student_594,16,Non-Binary,Freshman,65,97,65,55,90.78,70.5,Medium,40,Sports,No,88839,High,No,Medium,Gap Year
S0595,Student_595,15,Male,Senior,58,41,53,83,98.38,95.51,High,22,Clubs,Yes,53458,Low,Yes,Medium,College
S0596,Student_596,20,Non-Binary,Freshman,98,49,67,62,83.24,92.01,Low,30,None,Yes,95161,Medium,No,Low,Job
S0597,Student_597,25,Female,Freshman,59,70,69,81,81.72,69.05,High,30,Arts,No,29913,High,No,Medium,College
S0598,Student_598,25,Non-Binary,Junior,72,92,80,88,80.18,93.46,Low,33,Sports,Yes,43802,Low,Yes,Medium,Gap Year
S0599,Student_599,25,Non-Binary,Junior,65,72,48,45,77.93,88.77,Low,27,Arts,Yes,33042,Low,No,High,College
S0600,Student_600,23,Male,Senior,48,77,78,50,77.13,81.1,Low,26,Sports,No,40249,Medium,No,Low,Gap Year
S0601,Student_601,21,Male,Junior,41,86,57,72,89.0,98.29,High,28,Sports,Yes,40338,Medium,Yes,Low,College
S0602,Student_602,22,Female,Freshman,47,93,100,81,82.9,63.4,Low,23,Clubs,Yes,67074,Low,No,Low,Gap Year
S0603,Student_603,23,Male,Sophomore,70,66,89,74,93.29,88.61,High,24,Sports,Yes,56827,Medium,Yes,High,Undecided
S0604,Student_604,19,Non-Binary,Sophomore,68,51,80,60,80.53,86.6,Low,30,None,No,47071,Medium,No,Medium,Undecided
S0605,Student_605,15,Non-Binary,Senior,60,44,40,58,77.76,96.19,High,23,Sports,No,93746,Low,No,Low,Job
S0606,Student_606,19,Female,Freshman,90,46,58,64,84.62,84.81,Medium,19,None,Yes,48175,High,Yes,Medium,Undecided
S0607,Student_607,25,Male,Sophomore,93,90,55,40,97.76,66.18,High,39,None,No,77792,Medium,Yes,Low,Gap Year
S0608,Student_608,25,Female,Senior,70,85,57,86,93.08,90.76,Low,21,Clubs,No,51857,High,Yes,Low,Undecided
S0609,Student_609,21,Male,Sophomore,44,89,72,50,99.54,81.5,Medium,38,Arts,No,91383,Medium,No,Low,Gap Year
S0610,Student_610,21,Male,Senior,47,80,73,82,75.19,80.56,High,10,None,Yes,68363,Low,Yes,Low,Gap Year
S0611,Student_611,20,Male,Sophomore,54,80,58,68,96.02,64.96,High,9,None,Yes,65273,Low,Yes,Medium,College
S0612,Student_612,21,Male,Freshman,87,59,66,47,98.16,86.37,Medium,23,Arts,Yes,76310,High,No,Low,Gap Year
S0613,Student_613,16,Non-Binary,Junior,67,94,86,91,80.19,98.82,Low,13,Arts,No,99387,High,No,Medium,Undecided
S0614,Student_614,24,Non-Binary,Freshman,75,55,55,86,92.27,87.86,Medium,25,None,No,23235,Low,Yes,Low,Undecided
S0615,Student_615,18,Non-Binary,Junior,64,47,91,44,88.94,81.39,Medium,7,Clubs,Yes,83991,High,Yes,Medium,Undecided
S0616,Student_616,18,Female,Sophomore,48,85,48,51,98.37,81.4,High,18,Arts,No,98521,Medium,No,Medium,College
S0617,Student_617,20,Non-Binary,Freshman,69,82,59,89,81.54,61.39,High,16,Clubs,Yes,86063,Medium,No,High,Undecided
S0618,Student_618,24,Female,Sophomore,90,64,60,49,98.27,82.14,Low,18,None,Yes,45251,High,Yes,Medium,Job
S0619,Student_619,18,Non-Binary,Junior,84,92,72,96,85.65,77.55,Low,27,Clubs,No,95725,High,No,High,Undecided
S0620,Student_620,21,Female,Senior,74,57,57,92,81.18,70.27,Low,28,None,No,92328,High,Yes,Low,Job
S0621,Student_621,15,Female,Sophomore,56,55,100,50,82.97,87.67,Medium,30,Sports,No,70851,Low,Yes,Medium,College
S0622,Student_622,22,Male,Junior,76,56,90,86,79.84,96.46,Medium,28,Sports,No,25665,High,Yes,High,Undecided
S0623,Student_623,25,Non-Binary,Freshman,83,64,77,59,93.62,85.51,Medium,20,Clubs,No,33317,Low,Yes,Medium,Job
S0624,Student_624,23,Male,Freshman,71,84,91,70,85.82,71.99,Medium,11,Sports,No,53318,Low,No,High,College
S0625,Student_625,24,Male,Sophomore,51,66,49,80,86.18,71.32,Medium,19,Sports,Yes,64309,Medium,No,Low,Job
S0626,Student_626,19,Non-Binary,Freshman,65,61,57,75,87.99,92.6,Medium,23,Sports,Yes,71426,Low,No,Low,Job
S0627,Student_627,20,Male,Freshman,75,41,71,81,88.35,71.4,Low,11,Arts,No,22601,Low,No,Medium,Undecided
S0628,Student_628,21,Non-Binary,Freshman,49,64,70,98,94.74,88.69,Low,18,Clubs,No,50472,Low,No,Low,Undecided
S0629,Student_629,20,Female,Freshman,62,41,93,65,88.92,70.39,Medium,6,Clubs,Yes,26343,Low,No,Low,Job
S0630,Student_630,19,Male,Junior,52,75,61,78,77.35,72.82,Low,10,Clubs,Yes,49022,Low,Yes,Medium,College
S0631,Student_631,23,Female,Freshman,63,85,74,95,90.93,94.33,Low,33,Arts,No,85406,High,No,Low,Job
S0632,Student_632,21,Male,Freshman,52,81,51,55,97.91,75.69,High,9,Sports,No,42827,Medium,Yes,Low,Gap Year
S0633,Student_633,25,Female,Sophomore,73,47,49,50,95.98,67.54,Medium,19,Clubs,Yes,96627,Medium,No,Medium,Undecided
S0634,Student_634,25,Female,Senior,77,83,71,40,92.51,98.62,High,15,Arts,Yes,55507,High,No,Low,College
S0635,Student_635,18,Non-Binary,Freshman,81,75,74,42,91.62,99.42,Low,39,Clubs,No,75309,High,Yes,High,Gap Year
S0636,Student_636,22,Non-Binary,Senior,50,64,87,76,95.23,86.98,High,37,None,Yes,41870,High,No,Medium,College
S0637,Student_637,24,Male,Freshman,47,49,100,94,81.77,84.44,High,15,Clubs,No,46583,Medium,Yes,Medium,Gap Year
S0638,Student_638,24,Non-Binary,Freshman,90,88,43,61,84.21,81.51,Medium,40,Clubs,No,43081,Medium,No,High,Undecided
S0639,Student_639,21,Non-Binary,Sophomore,89,44,72,98,76.61,74.36,Medium,33,Clubs,Yes,38992,Medium,Yes,Medium,Undecided
S0640,Student_640,25,Female,Senior,49,40,85,90,81.57,96.82,Low,17,Sports,Yes,33935,High,No,Low,Undecided
S0641,Student_641,17,Female,Freshman,67,42,53,75,78.94,98.4,Low,22,Arts,Yes,53338,High,No,Medium,Job
S0642,Student_642,18,Female,Senior,57,49,67,55,75.59,97.31,High,20,Sports,No,49034,Low,No,High,Undecided
S0643,Student_643,23,Male,Freshman,55,47,53,60,79.8,77.74,High,39,Arts,No,73958,Low,Yes,Medium,College
S0644,Student_644,15,Non-Binary,Sophomore,66,92,43,40,88.31,80.11,Medium,12,None,No,92151,Low,Yes,High,Job
S0645,Student_645,22,Female,Junior,87,73,79,82,81.62,79.51,High,35,Arts,No,75469,High,No,Low,College
S0646,Student_646,18,Non-Binary,Junior,60,94,93,100,85.96,74.95,Medium,13,Sports,Yes,98045,High,Yes,Low,College
S0647,Student_647,21,Female,Freshman,96,78,87,67,76.56,98.69,Low,14,Arts,No,90396,Medium,Yes,High,Undecided
S0648,Student_648,18,Female,Senior,47,74,87,72,77.33,75.52,Medium,31,Arts,No,82537,Low,No,Low,Gap Year
S0649,Student_649,16,Non-Binary,Freshman,64,65,100,93,85.87,93.09,Medium,17,None,No,81587,Medium,No,Medium,Job
S0650,Student_650,25,Male,Senior,73,64,77,40,96.5,69.68,Medium,17,None,Yes,46517,Low,No,Medium,Job
